Observation Number,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
271,64196,Lassen,Susanville Elementary,KK-08,1449,76.9899978638,16.5279006958,42.6008987427,125,661.950012207,0.086266391,5111.7392578125,18.8206272125,12.6400003433,1.2422360182,660.4000244141,663.5
272,69872,Shasta,Bella Vista Elementary,KK-08,510,24.5,20.39220047,45.8824005127,95,662.4000244141,0.1862745136,5201.515625,20.8163261414,11.1029996872,0,663.0999755859,661.700012207
273,71852,Tulare,Columbine Elementary,KK-08,160,8,11.25,56.875,39,662.4000244141,0.243750006,4138.3056640625,20,7.5,9.375,651.4000244141,673.4000244141
274,64626,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,KK-08,433,22,9.3360996246,25.1037006378,50,662.450012207,0.1154734418,5743.5971679688,19.6818180084,15.5059995651,1.3856813908,665.4000244141,659.5
275,69591,Santa Clara,Mountain View Elementary,KK-08,3186,164.3099975586,5.4538998604,44.3907012939,411,662.5,0.1290018857,5702.705078125,19.3901767731,22.8414001465,35.3421211243,663.5,661.5
276,65045,Los Angeles,Sulphur Springs Union Elementary,KK-06,5010,239.3999938965,5.2989001274,27.3544998169,576,662.5500488281,0.1149700582,4802.1528320313,20.927318573,19.8231258392,9.6407184601,661.700012207,663.4000244141
277,70680,Sonoma,Forestville Union Elementary,KK-08,717,35.9500007629,8.8888998032,24.7222003937,100,662.5500488281,0.139470011,5442.1430664063,19.9443664551,16.3470001221,2.2315201759,669.4000244141,655.700012207
278,63750,Kern,Rosedale Union Elementary,KK-08,3548,170.6499938965,3.2599999905,14.8508996964,335,662.6500244141,0.09441939,4522.3754882813,20.7910938263,16.2929992676,0.3664036095,658.299987793,667
279,69948,Shasta,Columbia Elementary,KK-08,868,45.2000007629,16.5898990631,29.8386993408,78,662.700012207,0.0898617506,4965.8081054688,19.2035388947,13.248000145,0.5760368705,662.4000244141,663
280,66795,Placer,Colfax Elementary,KK-08,507,26.6499996185,13.2039003372,37.0873985291,60,662.75,0.1183431968,5358.326171875,19.0243911743,14.0100002289,0,667.0999755859,658.4000244141
281,70425,Siskiyou,Mt. Shasta Union Elementary,KK-08,822,46.6500015259,8.073800087,25.6054992676,105,662.9000244141,0.1277372241,5784.625,17.6205787659,14.1630001068,0.8515815139,668.299987793,657.5
282,70870,Sonoma,Piner-Olivet Union Elementary,KK-06,1792,88.5500030518,3.125,20.9263000488,143,663.3499755859,0.0797991082,5072.7045898438,20.237154007,15.7709999084,5.5245537758,667.4000244141,659.299987793
283,65185,Madera,Bass Lake Joint Elementary,KK-08,1202,62.2999992371,12.0768995285,35.8461990356,190,663.4499511719,0.1580698788,5556.041015625,19.2937393188,14.483332634,0,664.299987793,662.5999755859
284,62745,Humboldt,Cutten Elementary,KK-06,515,27.3500003815,16.1165008545,26.2136001587,58,663.5,0.1126213595,5190.3100585938,18.8299808502,14.2089996338,0,660.200012207,666.799987793
285,61952,El Dorado,Placerville Union Elementary,KK-08,1354,66.5699996948,12.0383996964,36.484500885,263,663.8499755859,0.1942392886,5211.4853515625,20.3394927979,15.1669998169,2.437223196,666.4000244141,661.299987793
286,71035,Sonoma,Wright Elementary,KK-06,1252,65.1100006104,9.4511995316,43.2164993286,113,663.8499755859,0.0902555883,5284.1640625,19.2289962769,12.5842504501,20.7667732239,659.4000244141,668.299987793
287,71522,Tehama,Evergreen Union Elementary,KK-08,823,46,13.8517999649,55.2854995728,127,663.9000244141,0.1543134898,5331.9208984375,17.8913040161,10.5509996414,2.1871204376,657.700012207,670.0999755859
288,70847,Sonoma,Old Adobe Union Elementary,KK-06,2231,114.3000030518,2.9161000252,13.3691997528,258,664,0.1156432107,5599.6079101563,19.5188102722,16.9559993744,13.6261758804,666.200012207,661.799987793
289,71019,Sonoma,Wilmar Union Elementary,KK-06,271,14.1999998093,4.467400074,25.429599762,81,664,0.2988929749,4881.8994140625,19.0845069885,17.7089996338,13.2841329575,668.700012207,659.299987793
290,66761,Placer,Ackerman Elementary,KK-08,309,15.5,4.2070999146,32.6861000061,85,664.1500244141,0.2750809193,4700.4321289063,19.9354839325,16.2719993591,1.9417475462,671.299987793,657
291,69815,Santa Cruz,Santa Cruz City Elementary,KK-06,3005,159.2200012207,8.6190004349,33.8102989197,308,664.1500244141,0.1024958417,5650,18.8732566833,17.900800705,23.0615653992,666.700012207,661.5999755859
292,62679,Humboldt,Arcata Elementary,KK-08,966,47.9599990845,20.9580993652,47.3054008484,114,664.299987793,0.1180124208,5318.2407226563,20.141784668,11.8339996338,0.6211180091,674,654.5999755859
293,67595,San Bernardino,Alta Loma Elementary,KK-08,7710,327.299987793,4.4721999168,15.9299001694,814,664.4000244141,0.1055771708,4709.0541992188,23.5563716888,18.6201992035,3.2555122375,663.4000244141,665.4000244141
294,66837,Placer,Foresthill Union Elementary,KK-08,762,35.5,10.8107995987,30.3731994629,54,664.4499511719,0.0708661452,5143.1904296875,21.4647884369,12.4309997559,0,663.0999755859,665.799987793
295,61929,El Dorado,Mother Lode Union Elementary,KK-08,1708,89,8.4895000458,29.0398006439,206,664.700012207,0.120608896,5133.009765625,19.1910114288,15.1669998169,2.2248244286,665.5,663.9000244141
296,66613,Orange,Ocean View Elementary,KK-08,9850,489.299987793,3.3350000381,30.643699646,1113,664.75,0.1129949242,5081.4555664063,20.1308002472,20.875749588,18.5583763123,663.700012207,665.799987793
297,62596,Glenn,Lake Elementary,KK-08,129,5,9.3023004532,50.3875999451,10,664.9499511719,0.0775193796,4016.4162597656,25.7999992371,10.638999939,6.2015504837,667.5999755859,662.299987793
298,69039,San Mateo,San Mateo-Foster City Elementary,KK-08,10619,565.5100097656,2.5383999348,28.3766002655,1150,664.950012207,0.1082964465,5374.0502929688,18.7777404785,25.0296192169,18.4574813843,665.9000244141,664
299,69195,Santa Barbara,Goleta Union Elementary,KK-06,4521,236.5800018311,3.7051999569,31.0827999115,494,665.0999755859,0.1092678607,5427.548828125,19.1098155975,16.7578010559,32.0725517273,666.799987793,663.4000244141
300,67736,San Bernardino,Helendale Elementary,KK-08,580,29.4400005341,11.8965997696,30.1723995209,114,665.200012207,0.1965517253,5179.64453125,19.7010860443,15.2969999313,3.9655170441,656.200012207,674.200012207
301,70854,Sonoma,Petaluma City Elementary,KK-06,2569,138,5.4864001274,24.7471008301,326,665.3499755859,0.1268976182,5400,18.6159420013,17.3694458008,15.3367071152,669.799987793,660.9000244141
302,69690,Santa Clara,Sunnyvale Elementary,KK-08,6022,286.799987793,6.3949999809,36.0007019043,756,665.6500244141,0.1255396903,5726.146484375,20.9972114563,22.0960006714,27.66522789,663.9000244141,667.4000244141
303,69179,Santa Barbara,College Elementary,KK-08,670,33.5,0.4160999954,13.869600296,47,665.9000244141,0.0701492503,5003.8701171875,20,22.841999054,12.537314415,670.299987793,661.5
304,68197,San Diego,La Mesa-Spring Valley,KK-08,14708,700.9400024414,13.5300998688,45.723400116,1962,665.950012207,0.1333967894,4969.5112304688,20.9832515717,18.3198757172,12.6801748276,664.5,667.4000244141
305,66530,Orange,Huntington Beach City Elementary,KK-08,6601,305,1.1967999935,15.0886001587,706,666,0.1069534943,4747.2958984375,21.6426239014,25.0300006866,6.9080443382,668,664
306,69336,Santa Barbara,Solvang Elementary,KK-08,675,33.7000007629,0,31.8519001007,87,666.0500488281,0.1288888901,4543.3051757813,20.0296726227,21.9570007324,14.9629621506,668.700012207,663.4000244141
307,69849,Santa Cruz,Soquel Elementary,KK-08,2458,124.0699996948,6.0187001228,24.6035003662,193,666.0999755859,0.0785191208,5229.5913085938,19.8113975525,18.7968330383,11.2693252563,666.9000244141,665.299987793
308,62554,Glenn,Capay Joint Union Elementary,KK-08,144,8,4.1666998863,44.4444007874,14,666.1500244141,0.0972222239,4507.3530273438,18,10.638999939,9.7222223282,671.9000244141,660.4000244141
309,70714,Sonoma,Gravenstein Union Elementary,KK-08,573,29.6000003815,6.9930000305,15.2097997665,48,666.1500244141,0.0837696344,5302.6279296875,19.3581085205,17.5079994202,3.3158812523,671,661.299987793
310,66381,Nevada,Pleasant Valley Elementary,KK-08,721,35.7299995422,1.8494000435,18.4941005707,82,666.4499511719,0.1137309298,5545.6103515625,20.1791210175,18.593000412,0.6934812665,668.799987793,664.0999755859
311,63990,Kings,Pioneer Union Elementary,KK-08,992,46.9700012207,3.7297999859,22.8831005096,160,666.5500488281,0.1612903178,4615.9086914063,21.1198635101,11.1160001755,5.1411290169,671.200012207,661.9000244141
312,68361,San Diego,Santee Elementary,KK-08,8432,360.5,6.3923001289,22.9839000702,0,666.5999755859,0,5397.689453125,23.3897361755,14.0976667404,4.9691653252,663.700012207,669.5
313,64113,Lassen,Johnstonville Elementary,KK-08,244,11,15.573800087,40.163898468,15,666.6500244141,0.0614754111,5118.373046875,22.1818180084,12.6400003433,6.9672131538,672.0999755859,661.200012207
314,72553,Ventura,Pleasant Valley Elementary,KK-08,7116,356.8200073242,2.5989999771,13.2762002945,785,666.6500244141,0.1103147864,5008.0708007813,19.9428272247,20.9364280701,7.9960651398,667.5,665.799987793
315,72355,Tuolumne,Curtis Creek Elementary,KK-08,830,46.6599998474,10.4118995667,32.6086997986,95,666.6999511719,0.1144578308,4906.0302734375,17.7882556915,14.1800003052,0.4819277227,662.0999755859,671.299987793
316,70300,Siskiyou,Fort Jones Union Elementary,KK-06,160,10.8800001144,13.3758001328,53.503200531,38,666.8499755859,0.237499997,6870.3461914063,14.7058820724,11.8260002136,2.5,666.9000244141,666.799987793
317,70805,Sonoma,Mark West Union Elementary,KK-06,1588,83.4000015259,6.798500061,20.5809993744,220,666.8499755859,0.138539046,5301.7163085938,19.0407676697,18.670999527,3.8413100243,671.299987793,662.4000244141
318,67967,San Diego,Alpine Union Elementary,KK-08,2272,108.75,4.0493001938,16.0650997162,307,667.1500244141,0.135123238,5182.3657226563,20.891954422,17.3320007324,1.3204225302,667.700012207,666.5999755859
319,70938,Sonoma,Sebastopol Union Elementary,KK-08,1425,71.8300018311,5.0925998688,19.8302001953,65,667.1999511719,0.0456140339,4999.46875,19.8385066986,17.5079994202,4.9122805595,669.799987793,664.5999755859
320,62828,Humboldt,Freshwater Elementary,KK-06,245,12.5500001907,8.9795999527,13.0612001419,30,667.450012207,0.1224489808,6732.06640625,19.5219116211,15.5719995499,0,672.200012207,662.700012207
321,63693,Kern,Norris Elementary,KK-08,1349,65.2125015259,2.0014998913,8.6731004715,259,667.450012207,0.191994071,4612.9897460938,20.6862182617,15.5672502518,0.2223869562,667,667.9000244141
322,72132,Tulare,Springville Union Elementary,KK-08,400,22,13.8009004593,29.8642997742,65,667.5999755859,0.162499994,5478.845703125,18.1818180084,15.751999855,0,669.200012207,666
323,69575,Santa Clara,Moreland Elementary,KK-08,4632,245.1799926758,7.0370001793,23.6420001984,637,668,0.1375215948,5666.7138671875,18.8922424316,20.4699993134,17.8540592194,669.4000244141,666.5999755859
324,63610,Kern,Maple Elementary,KK-08,224,9,5.3571000099,35.2678985596,15,668.0999755859,0.0669642836,4742.5141601563,24.8888893127,9.7089996338,4.4642858505,660.5,675.700012207
325,63941,Kings,Kings River-Hardwick Union Elementary,KK-08,576,31,3.9930999279,28.125,92,668.4000244141,0.1597222239,4907.392578125,18.5806446075,11.1160001755,9.5486116409,665.799987793,671
326,68163,San Diego,Julian Union Elementary,KK-08,451,25,8.6475000381,11.7517004013,75,668.5999755859,0.1662971228,5700.40234375,18.0400009155,16.3209991455,3.9911308289,672.700012207,664.5
327,68007,San Diego,Cardiff Elementary,KK-06,900,50.75,2.1017999649,24.3362998962,145,668.6500244141,0.1611111164,5191.8344726563,17.7339897156,21.966999054,20.6666660309,668.799987793,668.5
328,72108,Tulare,Saucelito Elementary,KK-08,118,5.5,8.3332996368,51.6666984558,10,668.799987793,0.0847457647,4451.2568359375,21.4545459747,8.9340000153,7.6271185875,668.5,669.0999755859
329,67975,San Diego,Bonsall Union Elementary,KK-08,1457,73.1299972534,5.9822998047,42.9640007019,0,668.9000244141,0,5627.5278320313,19.9234256744,19.9969997406,27.4536724091,666.200012207,671.5999755859
330,66480,Orange,Cypress Elementary,KK-06,4734,232.75,2.6078000069,19.3724994659,586,668.950012207,0.123785384,4922.9399414063,20.3394203186,18.8272304535,10.8576259613,665.5,672.4000244141
331,64766,Los Angeles,Lowell Joint Elementary,KK-08,3303,146.5,4.6623997688,16.9542999268,379,669.0999755859,0.1147441715,4969.380859375,22.5460758209,18.1186656952,5.0257339478,666.0999755859,672.0999755859
332,64832,Los Angeles,Newhall Elementary,KK-06,6055,286.9200134277,5.6133999825,30.085100174,540,669.3000488281,0.0891824961,4829.7172851563,21.1034431458,23.6673755646,14.2361688614,668.9000244141,669.700012207
333,65359,Marin,Lagunitas Elementary,KK-08,424,23.2999992371,3.5376999378,15.3302001953,39,669.3000488281,0.0919811353,6716.6928710938,18.1974258423,22.138999939,0.2358490527,680.9000244141,657.700012207
334,69385,Santa Clara,Cambrian Elementary,KK-08,2801,139.3000030518,5.0338997841,23.0988998413,615,669.3499755859,0.2195644379,5205.9418945313,20.1076812744,20.545999527,2.0706889629,673.299987793,665.4000244141
335,71654,Tehama,Richfield Elementary,KK-08,187,9.7600002289,17.5531997681,44.6809005737,37,669.3499755859,0.1978609562,4357.826171875,19.1598358154,9.4849996567,8.5561494827,664.5999755859,674.0999755859
336,62794,Humboldt,Fieldbrook Elementary,KK-08,129,6.5999999046,13.953499794,27.1317996979,17,669.799987793,0.131782949,5195.9189453125,19.5454540253,11.8339996338,0,670.0999755859,669.5
337,68049,San Diego,Dehesa Elementary,KK-06,188,9,6.382999897,36.7020988464,41,669.8499755859,0.2180851102,6002.0717773438,20.8888893127,18.7989997864,4.7872343063,673.200012207,666.5
338,69955,Shasta,Cottonwood Union Elementary,KK-08,1212,65.9000015259,22.1947002411,46.1221008301,116,669.950012207,0.0957095698,5090.587890625,18.3915023804,10.5509996414,3.9603960514,669.200012207,670.700012207
339,63479,Kern,Fruitvale Elementary,KK-08,2596,135.3500061035,3.0046000481,19.5300006866,249,670,0.0959167928,5112.3901367188,19.1799030304,15.5190000534,1.5793528557,669.200012207,670.799987793
340,69708,Santa Clara,Union Elementary,KK-08,4925,253.8959960938,3.8210999966,12.1747999191,753,670.6999511719,0.1528933942,5287.3549804688,19.3977069855,21.6317272186,3.5939085484,672.799987793,668.5999755859
341,66498,Orange,Fountain Valley Elementary,KK-08,6257,288.6300048828,2.1635000706,15.5128002167,930,671.25,0.1486335248,4889.4799804688,21.6782722473,21.0957508087,8.7262268066,671.200012207,671.299987793
342,61879,El Dorado,Gold Oak Union Elementary,KK-08,868,45,4.7234997749,19.0091991425,122,671.299987793,0.1405529976,5118.1303710938,19.2888889313,15.1669998169,0,674.5999755859,668
343,61838,El Dorado,Buckeye Union Elementary,KK-08,3787,186.1000061035,3.2479999065,8.3443002701,934,671.5999755859,0.2466332167,5119.123046875,20.3492736816,19.1170005798,0.2640612721,674.9000244141,668.299987793
344,75085,Placer,Rocklin Unified,KK-08,6423,306.3800048828,2.929899931,14.265999794,855,671.5999755859,0.1331153661,4792.2114257813,20.9641609192,17.6200008392,1.4479215145,671.4000244141,671.799987793
345,61887,El Dorado,Gold Trail Union Elementary,KK-08,678,34.8400001526,2.5074000359,15.9292001724,47,671.6500244141,0.0693215355,5450.103515625,19.4603900909,15.1669998169,0.1474926174,677.5999755859,665.700012207
346,62885,Humboldt,Hydesville Elementary,KK-08,162,8.3999996185,16.9591007233,33.9180984497,23,671.6999511719,0.1419753134,5210.724609375,19.2857151031,10.642999649,0,679.799987793,663.5999755859
347,64998,Los Angeles,Saugus Union Elementary,KK-06,8529,407.700012207,2.1925001144,11.7012996674,834,671.75,0.0977840275,4715.4458007813,20.9197940826,20.7390556335,3.705006361,668.9000244141,674.5999755859
348,66845,Placer,Loomis Union Elementary,KK-08,1862,89.0899963379,2.8296999931,21.0891990662,231,671.9000244141,0.124060154,4632.068359375,20.9002132416,21.5659999847,0.2685284615,673.0999755859,670.700012207
349,66886,Placer,Placer Hills Union Elementary,KK-08,1452,70.5,2.4260001183,10.4141998291,183,671.9000244141,0.1260330528,5028.5615234375,20.5957450867,17.6560001373,0,679.5999755859,664.200012207
350,70672,Sonoma,Dunham Elementary,KK-06,155,8,0.6452000141,12.258099556,32,671.9499511719,0.2064516097,5695.466796875,19.375,17.7089996338,4.5161290169,672.299987793,671.5999755859
351,69021,San Mateo,San Carlos Elementary,KK-08,2536,127.1100006104,2.0327999592,2.0327999592,343,672.049987793,0.1352523714,4504.294921875,19.9512233734,27.8159999847,2.4447948933,676.0999755859,668
352,66399,Nevada,Ready Springs Union Elementary,KK-08,567,30.0799999237,4.8951001167,29.0209999084,103,672.0500488281,0.1816578507,5156.4370117188,18.8497333527,18.593000412,0,673.9000244141,670.200012207
353,65219,Madera,Coarsegold Union Elementary,KK-08,953,52.5999984741,7.9875998497,33.9211997986,135,672.299987793,0.1416579187,5433.5141601563,18.1178703308,14.2629995346,0,668.0999755859,676.5
354,68726,San Luis Obispo,Cayucos Elementary,KK-08,296,15.4300003052,5.5921001434,25.9867992401,42,672.3499755859,0.1418918967,5254.6318359375,19.1834087372,22.7579994202,5.4054055214,674.5999755859,670.0999755859
355,64170,Lassen,Richmond Elementary,KK-08,198,9,2.4509999752,12.7451000214,24,672.450012207,0.1212121248,4593.1967773438,22,12.6400003433,0,672.700012207,672.200012207
356,62109,Fresno,Clay Joint Elementary,KK-08,218,10.1000003815,2.2421998978,25.1121006012,49,672.5500488281,0.2247706354,4320.6787109375,21.5841579437,11.2379999161,6.4220180511,669.4000244141,675.700012207
357,70995,Sonoma,Waugh Elementary,KK-06,734,36,2.0243000984,12.8205003738,117,672.6999511719,0.1594005376,4920.77734375,20.3888893127,16.9559993744,6.5395092964,676.0999755859,669.299987793
358,70979,Sonoma,Two Rock Union Elementary,KK-06,189,11.6000003815,2.0724999905,32.1244010925,50,673.049987793,0.2645502687,6905.869140625,16.2931022644,17.7089996338,14.2857151031,679.0999755859,667
359,68866,San Mateo,Belmont-Redwood Shores Elementary,KK-08,2528,138.3099975586,1.3421000242,2.4456000328,482,673.25,0.1906645596,5729.904296875,18.2777824402,25.6219997406,3.6787974834,675,671.5
360,61978,El Dorado,Rescue Union Elementary,KK-08,2987,154.1699981689,2.0422000885,11.1817998886,290,673.299987793,0.0970873758,4825.2021484375,19.3747158051,18.7259998322,0.502176106,676.0999755859,670.5
361,66779,Placer,Alta-Dutch Flat Union Elementary,KK-08,208,11,9.3896999359,32.8638000488,21,673.549987793,0.1009615362,5388.1704101563,18.9090900421,13.4429998398,0,680.5,666.5999755859
362,68353,San Diego,San Pasqual Union Elementary,KK-08,379,23.1000003815,2.9024000168,22.1636009216,29,673.549987793,0.0765171498,5133.8271484375,16.4069252014,15.1800003052,22.6912937164,670.5,676.5999755859
363,61911,El Dorado,Latrobe Elementary,KK-08,145,9.3000001907,6.2069001198,0,27,673.9000244141,0.1862068921,5346.15625,15.5913972855,19.1170005798,0,670.5,677.299987793
364,66407,Nevada,Union Hill Elementary,KK-08,706,37.7400016785,2.5936999321,23.0548000336,103,674.25,0.1458923519,4789.3090820313,18.7069416046,13.7119998932,0.1416430622,676,672.5
365,70961,Sonoma,Twin Hills Union Elementary,KK-08,878,47.9000015259,1.375,15.75,105,675.4000244141,0.119589977,5329.7822265625,18.3298530579,17.5079994202,2.7334852219,681,669.799987793
366,62976,Humboldt,Pacific Union Elementary,KK-08,594,33.1800003052,12.2688999176,25.378200531,75,675.700012207,0.1262626201,5371.1728515625,17.9023513794,11.8339996338,1.6835017204,683,668.4000244141
367,71696,Trinity,Douglas City Elementary,KK-08,139,7.3499999046,20.8633003235,66.90650177,40,676.1500244141,0.2877697945,5771.3837890625,18.9115657806,13.2729997635,0,680.0999755859,672.200012207
368,66373,Nevada,Pleasant Ridge Union Elementary,KK-08,2089,102.7799987793,2.5185000896,14.0369997025,318,676.549987793,0.1522259414,4993.634765625,20.3249664307,16.3560009003,0.1436093748,673.799987793,679.299987793
369,66852,Placer,Newcastle Elementary,KK-08,326,16.2800006866,4.2944998741,11.0429000854,42,676.5999755859,0.1288343519,4854.0380859375,20.0245685577,18.6259994507,0,673.299987793,679.9000244141
370,72470,Ventura,Mesa Union Elementary,KK-08,516,21.5,0.9689999819,27.7131996155,50,676.8499755859,0.0968992263,4392.6796875,24,23.7329998016,11.0465116501,680.5,673.200012207
371,71787,Trinity,Weaverville Elementary,KK-08,449,25.5,12.7272996902,48.4847984314,50,676.9499511719,0.1113585755,5884.4321289063,17.607843399,12.9340000153,0,672.799987793,681.0999755859
372,70078,Shasta,North Cow Creek Elementary,KK-08,297,15.3500003815,2.3568999767,4.0404000282,70,677.25,0.2356902361,4273.9931640625,19.3485336304,13.9060001373,0,679,675.5
373,66340,Nevada,Nevada City Elementary,KK-08,1579,80.2399978638,5.5556001663,21.7803001404,165,677.950012207,0.1044965163,5146.7841796875,19.6784648895,15.4280004501,0.063331224,678.5,677.4000244141
374,62893,Humboldt,Jacoby Creek Elementary,KK-08,383,20.4500007629,6.0051999092,10.182800293,49,678.0500488281,0.1279373318,5351.5229492188,18.7286052704,15.3809995651,0,682.9000244141,673.200012207
375,70698,Sonoma,Fort Ross Elementary,KK-08,81,5.0999999046,3.6145000458,0,14,678.4000244141,0.1728395075,7667.5717773438,15.882352829,22.5289993286,0,685.299987793,671.5
376,68080,San Diego,Encinitas Union Elementary,KK-06,5259,262.2300109863,2.3959000111,19.0911006927,701,678.799987793,0.1332952976,5281.708984375,20.0549125671,23.806098938,15.0598974228,679,678.5999755859
377,65318,Marin,Dixie Elementary,KK-08,1960,108.9599990845,1.9416999817,3.7302000523,223,679.4000244141,0.1137755066,5368.5029296875,17.9882526398,24.6030006409,1.4795918465,684.0999755859,674.700012207
378,69492,Santa Clara,Lakeside Joint Elementary,KK-06,151,8.8999996185,2.6489999294,8.6092996597,31,679.5,0.2052980065,6429.2573242188,16.966293335,36.1739997864,2.6490066051,676.799987793,682.200012207
379,64600,Los Angeles,Hermosa Beach City Elementary,KK-08,946,49.1699981689,2.1784000397,6.535299778,310,679.6500244141,0.3276955485,5387.458984375,19.2393741608,33.4550018311,1.4799153805,683.0999755859,676.200012207
380,70896,Sonoma,Rincon Valley Union Elementary,KK-06,2707,141.0200042725,5.1395998001,19.2308006287,300,679.75,0.1108237877,5235.7749023438,19.1958580017,20.480222702,4.4698929787,678.700012207,680.799987793
381,66233,Monterey,Washington Union Elementary,KK-08,919,46.8899993896,1.0492999554,0,141,679.8000488281,0.1534276456,4829.896484375,19.5990619659,20.1340007782,0.3264417946,680.200012207,679.4000244141
382,70623,Sonoma,Bennett Valley Union Elementary,KK-06,945,46,4.2399001122,10.6514997482,216,680.0500488281,0.2285714298,5088.7080078125,20.5434780121,19.3465003967,2.5396826267,685.700012207,674.4000244141
383,69500,Santa Clara,Loma Prieta Joint Union Elemen,KK-08,738,39.7019996643,0,0.6775000095,220,680.450012207,0.2981029749,5390.1181640625,18.5884838104,36.1739997864,0.5420054197,684.200012207,676.700012207
384,70789,Sonoma,Kenwood Elementary,KK-06,164,10.5100002289,2.3529000282,12.9412002563,35,681.299987793,0.2134146392,6588.4306640625,15.604186058,22.8633346558,11.5853662491,682.799987793,679.799987793
385,70797,Sonoma,Liberty Elementary,KK-06,167,10.9200000763,0.5207999945,11.4582996368,29,681.299987793,0.1736526936,6196.6948242188,15.2930402756,17.7089996338,11.3772449493,680.799987793,681.799987793
386,71142,Stanislaus,Knights Ferry Elementary,KK-08,125,7.0799999237,4,14.3999996185,25,681.5999755859,0.200000003,4645.4130859375,17.6553668976,14.1770000458,0,688.5,674.700012207
387,65334,Marin,Kentfield Elementary,KK-08,1091,62.0600013733,0.5367000103,0.5367000103,113,681.9000244141,0.1035747007,6489.9287109375,17.5797615051,41.0929985046,1.3748854399,689.799987793,674
388,69104,Santa Barbara,Ballard Elementary,KK-06,134,6,0.7462999821,3.7313001156,27,682.1500244141,0.2014925331,5094.958984375,22.3333339691,21.9570007324,2.2388060093,681.799987793,682.5
389,70839,Sonoma,Oak Grove Union Elementary,KK-08,600,32,2.6940999031,29.3185005188,55,682.450012207,0.0916666687,4841.9584960938,18.75,16.063999176,5.3333334923,680,684.9000244141
390,75002,Marin,Ross Valley Elementary,KK-08,1803,99.5999984741,1.924200058,3.621999979,283,682.549987793,0.1569606215,6315.3125,18.1024093628,25.7369995117,2.7731559277,685.5999755859,679.5
391,69773,Santa Cruz,Mountain Elementary,KK-06,158,7.8000001907,13.75,16.25,15,682.6500244141,0.0949367061,5399.3833007813,20.2564105988,20.4740009308,0,687.299987793,678
392,68882,San Mateo,Burlingame Elementary,KK-08,2392,127.2200012207,1.421399951,6.2708997726,439,683.3499755859,0.1835284233,5429.4736328125,18.8020744324,35.8100013733,17.7257518768,682.4000244141,684.299987793
393,70003,Shasta,Grant Elementary,KK-08,526,28.0200004578,3.992399931,11.4068002701,33,683.4000244141,0.0627376437,5644.2861328125,18.7723045349,13.5670003891,0,684.5,682.299987793
394,69757,Santa Cruz,Happy Valley Elementary,KK-06,141,6.9099998474,10.0719003677,9.3524999619,44,684.3000488281,0.3120567501,6060.2568359375,20.405210495,20.0890007019,0,680.4000244141,688.200012207
395,69732,Santa Cruz,Bonny Doon Union Elementary,KK-06,235,12.6000003815,4.6609997749,5.932199955,30,684.3499755859,0.1276595742,5319.5537109375,18.6507930756,18.283000946,0.425531894,688.5,680.200012207
396,61812,Contra Costa,Walnut Creek Elementary,KK-08,3280,158.3999938965,2.752300024,7.8593001366,406,684.8000488281,0.123780489,4819.9038085938,20.7070713043,25.2397155762,6.0670733452,682.200012207,687.4000244141
397,69211,Santa Barbara,Hope Elementary,KK-06,1254,57,1.5822999477,12.5,0,684.950012207,0,5208.2260742188,22,25.0629997253,10.1275911331,686.200012207,683.700012207
398,65367,Marin,Larkspur Elementary,KK-08,948,53.5600013733,1.793200016,1.8986999989,155,686.0500488281,0.163502112,5859.96484375,17.6997756958,30.6284999847,3.3755273819,692.200012207,679.9000244141
399,69419,Santa Clara,Cupertino Union Elementary,KK-08,15228,708.8300170898,1.7153999805,4.6908998489,2232,686.6999511719,0.1465720981,4962.7368164063,21.4832897186,27.4752159119,8.6485424042,683.0999755859,690.299987793
400,69781,Santa Cruz,Pacific Elementary,KK-06,81,4.8499999046,13.2530002594,20.4818992615,21,687.549987793,0.2592592537,7614.3793945313,16.7010307312,30.8400001526,12.3456792831,693.799987793,681.299987793
401,69526,Santa Clara,Los Gatos Union Elementary,KK-08,2768,141.3999938965,0.4481000006,2.7920999527,540,689.0999755859,0.1950867027,5566.4677734375,19.5756721497,34.1595001221,1.5895953178,691.5999755859,686.5999755859
402,69252,Santa Barbara,Montecito Union Elementary,KK-06,535,31,0.0799999982,0.7200000286,84,691.049987793,0.1570093483,7039.94921875,17.25806427,43.2299995422,1.4953271151,693.5,688.5999755859
403,68387,San Diego,Solana Beach Elementary,KK-06,2542,146.3000030518,0.8260999918,9.6773996353,404,691.3499755859,0.1589299738,6604.0639648438,17.3752555847,27.9477500916,10.3855228424,687.700012207,695
404,68965,San Mateo,Menlo Park City Elementary,KK-08,1940,111.8199996948,0.4124000072,3.9175000191,265,691.9000244141,0.1365979314,6180.1489257813,17.3493118286,49.938999176,6.1340203285,693.700012207,690.0999755859
405,65425,Marin,Reed Union Elementary,KK-08,1059,65.1200027466,0.8499000072,1.4163999557,272,693.950012207,0.2568460703,6460.6572265625,16.2622852325,55.327999115,2.2662889957,695.9000244141,692
406,65391,Marin,Mill Valley Elementary,KK-08,2340,132.1999969482,1.5812000036,2.4358999729,403,694.25,0.1722222269,6415.3549804688,17.7004547119,35.4809989929,2.4786324501,693.5999755859,694.9000244141
